firstName,lastName,roleType
Mona,Fastvold,Actress
Maggie,Gyllenhaal,Actress
Maggie,Gyllenhaal,Filmmaker
Terence,Stamp,Actor
Robert,Litt,Sound Engineer
Chris,Walas,Special Effects Artist
Chris,Walas,Special Make-Up Effects Artist
Chris,Walas,Director
Chris,Walas,Producer
Chris,Walas,Screenwriter
George,Abbott,Producer
George,Abbott,Director
George,Abbott,Playwright
George,Abbott,Screenwriter
George,Abbott,Producer
George,Abbott,Director
Tim,Bevan,Producer
Scott,Smith,Sound Engineer
Randall,Cook,Visual Effects Artist
Randall,Cook,Actor
Randall,Cook,Voice Actor
Kaouther,Hania,Script Writer
Kaouther,Hania,Screen Director
Charles,Lang,Cinematographer
Jonathan,Herman,Screenwriter
Wilfrid,Cline,Cinematographer
Patrizia,Brandenstein,Production Designer
Hugo,Guinness,Artist
Hugo,Guinness,Illustrator
Hugo,Guinness,Writer
Talkhon,Hamzavi,Director
Talkhon,Hamzavi,Screenwriter
Dorothy,Kingsley,Screenwriter
Nicolas,Le Messurier,Sound Engineer
Edward,Saxon,Producer
Jean-Louis,Livi,Producer
Steven,Knight,Screenwriter
Steven,Knight,Producer
Steven,Knight,Director
Matt,Dillon,Actor
Peggy,Rajski,Filmmaker
Brandi,Carlile,Musician
Brandi,Carlile,Songwriter
Brandi,Carlile,Record Producer
Brandi,Carlile,Author
John,Calley,Producer
Erik,Balling,Director
W.,Lipscomb,Screenwriter
Woody,Allen,Filmmaker
Woody,Allen,Writer
Woody,Allen,Actor
Woody,Allen,Comedian
Woody,Allen,Musician
Paul,Terry,Cartoonist
Paul,Terry,Screenwriter
Paul,Terry,Director
Paul,Terry,Producer
Elizabeth,Hartman,Actress
George,Segal,Actor
Robert,Wells,Songwriter
Robert,Wells,Composer
Robert,Wells,Screenwriter
Robert,Wells,Producer
Rupert,Crosse,Actor
Gordon,McCallum,Sound Engineer
Nelson,Stoll,Sound Engineer
Tom,Smith,Makeup Artist
Irving,Berlin,Songwriter
Peter,Ellenshaw,Special Effects Creator
Walon,Green,Producer
Walon,Green,Writer
Stephen,Rivkin,Editor
Stephen,Rivkin,Music Video Director
Angus,Wall,Editor
Aki,Kaurismäki,Director
Aki,Kaurismäki,Screenwriter
Gregory,Watkins,Sound Engineer
Nicolas,Chartier,Producer
Marco,Beltrami,Composer
Marco,Beltrami,Conductor
Riz,Ahmed,Actor
Riz,Ahmed,Rapper
Wolfgang,Petersen,Director
Wolfgang,Petersen,Screenwriter
Wolfgang,Petersen,Producer
Sérgio,Mendes,Pianist
Sérgio,Mendes,Composer
Sérgio,Mendes,Arranger
Sérgio,Mendes,Songwriter
Steve,Pederson,Sound Engineer
S.,Chiang,Filmmaker
Eric,Brevig,Director
Eric,Brevig,Visual Effects Supervisor
Greg,Shapiro,Producer
Darius,Scott,Singer
Darius,Scott,Songwriter
Darius,Scott,Producer
Darius,Scott,Multi-Instrumentalist
John,Ford,Director
John,Ford,Producer
Elda,Ferri,Producer
Rosine,Delamare,Costume Designer
Sidney,Sheldon,Novelist
Sidney,Sheldon,Screenwriter
Sidney,Sheldon,Producer
William,Pereira,Architect
Judith,Cory,Makeup Artist
Tim,Miller,Director
Tim,Miller,Producer
Tim,Miller,Screenwriter
Tim,Miller,Animator
Tim,Miller,Visual Effects Artist
Charles,Hart,Lyricist
Charles,Hart,Songwriter
Mark,Lasoff,Visual Effects Artist
István,Szabó,Director
Aleksandar,Petrović,Director
Kemp,Powers,Screenwriter
Kemp,Powers,Playwright
Kemp,Powers,Director
Marlene,Dietrich,Actress
Marlene,Dietrich,Singer
Otto,Meyer,Editor
Mark,Vargo,Visual Effects Artist
Marco,Morabito,Producer
Marco,Morabito,Editor
Marco,Morabito,Cinematographer
Jack,Couffer,Cinematographer
Jack,Couffer,Director
Johnny,Mercer,Songwriter
Johnny,Mercer,Lyricist
Johnny,Mercer,Record Producer
Peter,Lamont,Art Decorator
Peter,Lamont,Set Decorator
Peter,Lamont,Production Designer
Richard,Rogers,Sound Engineer
Eleanor,Perry,Screenwriter
Eleanor,Perry,Novelist
Sturla,Gunnarsson,Director
Sturla,Gunnarsson,Producer
Nacho,Vigalondo,Director
Nacho,Vigalondo,Director
Nacho,Vigalondo,Screenwriter
Nacho,Vigalondo,Producer
Nacho,Vigalondo,Actor
Kevin,Cleary,Sound Engineer
Morgan,Freeman,Actor
Morgan,Freeman,Producer
Morgan,Freeman,Narrator
Ari,Wegner,Cinematographer
Fredric,Hope,Art Director
Larry,Kramer,Screenwriter
Larry,Kramer,Novelist
Larry,Kramer,Playwright
Beverly,Dunn,Set Decorator
Jean,Simmons,Actress
Jean,Simmons,Singer
Elmo,Williams,Editor
Elmo,Williams,Producer
Albert,Whitlock,Matte Artist
John,Legend,Singer
John,Legend,Songwriter
John,Legend,Pianist
John,Legend,Record Producer
John,Legend,Actor
Joaquin,Phoenix,Actor
Harmon,Jones,Editor
Harmon,Jones,Director
Arthur,Freed,Lyricist
Arthur,Freed,Producer
Linda,Thompson,Actress
Linda,Thompson,Songwriter
Ainsley,Gardiner,Producer
Brian,Donlevy,Actor
Søren,Pilmark,Actor
Elliot,Graham,Editor
Elliot,Graham,Producer
Dudley,Moore,Actor
Dudley,Moore,Comedian
Dudley,Moore,Musician
Dudley,Moore,Composer
Łukasz,Żal,Cinematographer
David,Watkins,Cinematographer
Jehane,Noujaim,Documentary Director
Bill,Nighy,Actor
Nicholas,Meyer,Screenwriter
Nicholas,Meyer,Producer
Nicholas,Meyer,Director
Nicholas,Meyer,Novelist
Noel,Black,Director
Noel,Black,Producer
Noel,Black,Screenwriter
Huey,News,Musician
Daniel,Kaluuya,Actor
Daniel,Kaluuya,Writer
Daniel,Kaluuya,Director
Daniel,Kaluuya,Producer
Lucy,Walker,Director
Lucy,Walker,Writer
Lucy,Walker,Producer
Ciro,Guerra,Director
Erik-Jan,de Boer,Visual Effects Supervisor
DJ,Paul,Rapper
DJ,Paul,Songwriter
DJ,Paul,Record Producer
DJ,Paul,Music Executive
David,Weisman,Producer
David,Weisman,Director
David,Weisman,Author
David,Weisman,Graphic Artist
Paul,Eagler,Special Effects Artist
Linus,Sandgren,Cinematographer
Luisa,Abel,Makeup Artist
Broderick,Johnson,Producer
Aaron,Schneider,Filmmaker
Aaron,Schneider,Cinematographer
Erica,Russell,Animator
Bess,Meredyth,Actress
Bess,Meredyth,Screenwriter
Jason,Canovas,Sound Editor
Patty,Smyth,Singer
Patty,Smyth,Songwriter
Yuval,Abraham,Journalist
Yuval,Abraham,Director
Ernest,Haller,Cinematographer
Madeline,Sharafian,Director
Madeline,Sharafian,Screenwriter
Madeline,Sharafian,Storyboard Artist
T,Burnett,Record Producer
T,Burnett,Guitarist
T,Burnett,Songwriter
T,Burnett,Record Executive
Ruth,Carter,Costume Designer
Troy,Verges,Songwriter
Jack,Otterson,Art Director
Raphaël,Bretton,Set Decorator
George,Sanders,Actor
George,Sanders,Singer
Mary,Nyberg,Costume Designer
Matthew,Cherry,Director
Matthew,Cherry,Writer
Matthew,Cherry,Producer
Barry,Mann,Musician
Barry,Mann,Songwriter
Denis,Héroux,Director
Denis,Héroux,Producer
Lee,Garmes,Cinematographer
DK,Welchman,Director
DK,Welchman,Screenwriter
DK,Welchman,Producer
Charles,Previn,Composer
Rolf,Zehetbauer,Production Designer
Rolf,Zehetbauer,Art Director
Rolf,Zehetbauer,Set Decorator
Joey,McFarland,Producer
Elio,Altramura,Art Director
Billy,Ray,Director
Billy,Ray,Screenwriter
Alan,Bennett,Actor
Alan,Bennett,Author
Alan,Bennett,Playwright
Alan,Bennett,Screenwriter
Christine,Blundell,Makeup Artist
Tom,Daly,Producer
Eric,Roberts,Actor
Hugh,Hudson,Director
Hugh,Hudson,Producer
Hugh,Hudson,Screenwriter
Dave,McMoyler,Sound Editor
Orry,Kelly,Costume Designer
Lachlan,Pendragon,Animator
Marin,Karmitz,Producer
Marin,Karmitz,Distributor
Marin,Karmitz,Director
Lü,Yue,Cinematographer
Lü,Yue,Director
Jon,Thum,Visual Effects Artist
Ida,Random,Production Designer
Jeffrey,Brown,Director
Jeffrey,Brown,Director
Jeffrey,Brown,Producer
Jeffrey,Brown,Screenwriter
Johnny,Lange,Composer
John,Reitz,Re-Recording Mixer
Natalie,Wood,Actress
Trey,Parker,Actor
Trey,Parker,Animator
Trey,Parker,Writer
Trey,Parker,Producer
Trey,Parker,Director
Trey,Parker,Musician
Alex,Grasshoff,Filmmaker
Alex,Grasshoff,Director
Kartiki,Gonsalves,Director
Kartiki,Gonsalves,Producer
Kartiki,Gonsalves,Photographer
France,Štiglic,Director
France,Štiglic,Screenwriter
Matt,Villa,Editor
Juan,Fresnadillo,Director
Juan,Fresnadillo,Producer
Juan,Fresnadillo,Writer
Tony,Johnson,Sound Engineer
Bill,Butler,Cinematographer
Stephen,Flaherty,Composer
Walt,Martin,Production Sound Mixer
Eugenio,Zanetti,Dramatist
Eugenio,Zanetti,Painter
Eugenio,Zanetti,Art Director
Eugenio,Zanetti,Opera Director
Eugenio,Zanetti,Production Designer
Eugenio,Zanetti,Set Designer
Hugh,Fowler,Editor
Rob,Young,Sound Engineer
Julian,Barry,Screenwriter
Julian,Barry,Playwright
Julian,Barry,Author
Julian,Barry,Director
Michel,Michelet,Composer
Sara,Ishaq,Director
François,Truffaut,Filmmaker
François,Truffaut,Actor
François,Truffaut,Critic
Mamoru,Hosoda,Animator
Mamoru,Hosoda,Director
Mamoru,Hosoda,Filmmaker
Mamoru,Hosoda,Screenwriter
Mamoru,Hosoda,Storyboard Artist
Mamoru,Hosoda,Novelist
Michael,Rianda,Cartoonist
Michael,Rianda,Director
Michael,Rianda,Screenwriter
Michael,Rianda,Voice Actor
Liv,Ullmann,Actress
Liv,Ullmann,Filmmaker
Antoni,Clavé,Artist
Antoni,Clavé,Costume Designer
Rudolph,Sternad,Art Director
David,Acord,Sound Editor
David,Acord,Voice Actor
Mark-Lee,Kirk,Art Director
David,Rose,Songwriter
David,Rose,Composer
David,Rose,Arranger
David,Rose,Orchestra Leader
Seymour,Cassel,Actor
Allan,Starski,Production Designer
Allan,Starski,Set Decorator
Jorge,Drexler,Musician
Jorge,Drexler,Singer
Jorge,Drexler,Composer
Jorge,Drexler,Actor
Gints,Zilbalodis,Animator
Gints,Zilbalodis,Director
Gints,Zilbalodis,Composer
Kim,Nguyen,Director
Kim,Nguyen,Screenwriter
Karen,Landers,Sound Editor
Janice,Blackie-Goodine,Set Decorator
Bertrand,Tavernier,Director
Bertrand,Tavernier,Screenwriter
Bertrand,Tavernier,Producer
Bertrand,Tavernier,Actor
Bill,Damaschke,Producer
Brian,Savegar,Production Designer
Woody,Harrelson,Actor
John,Irving,Novelist
John,Irving,Screenwriter
Nicholas,Pileggi,Author
Nicholas,Pileggi,Screenwriter
Nicholas,Pileggi,Journalist
Alexander,Toluboff,Art Director
Giuseppe,Tornatore,Director
Giuseppe,Tornatore,Screenwriter
Stephen,Daldry,Director
Stephen,Daldry,Producer
Joseph,Rucker,Cinematographer
Joseph,Rucker,News Cameraman
Kazuo,Ishiguro,Novelist
Kazuo,Ishiguro,Short Story Writer
Kazuo,Ishiguro,Screenwriter
Kazuo,Ishiguro,Songwriter
Gena,Rowlands,Actress
Christopher,Miles,Director
Christopher,Miles,Writer
Christopher,Miles,Producer
Walter,Wanger,Producer
Richard,Chew,Editor
Coline,Serreau,Actress
Coline,Serreau,Director
Coline,Serreau,Writer
Jeffrey,Caine,Screenwriter
Jeffrey,Caine,Novelist
Jeffrey,Caine,Actor
Sam,Mendes,Director
Sam,Mendes,Producer
Sam,Mendes,Screenwriter
Nicholas,Kazan,Screenwriter
Nicholas,Kazan,Producer
Nicholas,Kazan,Director
Wang,Hui-ling,Screenwriter
Samantha,Eggar,Actress
Suzanne,Stokes-Munton,Hairstylist
Amy,Pascal,Producer
Jessica,Lange,Actress
Sherry,Lansing,Studio Executive
Sherry,Lansing,Actress
Donald,Stewart,Screenwriter
Jimmy,Bridges,Screenwriter
Jimmy,Bridges,Director
Jimmy,Bridges,Producer
Jimmy,Bridges,Actor
Terry,Sanders,Filmmaker
Bruce,Friedman,Novelist
Bruce,Friedman,Screenwriter
Bruce,Friedman,Playwright
Bruce,Friedman,Actor
Lilibet,Foster,Director
Lilibet,Foster,Writer
Lilibet,Foster,Producer
Daniel,Lomino,Production Designer
Daniel,Lomino,Art Director
Jesse,Armstrong,Screenwriter
Jesse,Armstrong,Producer
John,Cassavetes,Filmmaker
John,Cassavetes,Actor
Carl,Deal,Director
Carl,Deal,Producer
John,Blake,Makeup Artist
Frank,Butler,Actor
Frank,Butler,Screenwriter
James,Schoppe,Art Director
James,Schoppe,Production Designer
Tony,Ianzelo,Cinematographer
Tony,Ianzelo,Director
Sally,Kirkland,Actress
Sally,Kirkland,Producer
Paul,Raci,Actor
Diane,Lane,Actress
Sharmeen,Obaid-Chinoy,Filmmaker
Sharmeen,Obaid-Chinoy,Journalist
Maggie,McNamara,Actress
Oliver,Smith,Interior Designer
Mark,Weingarten,Production Sound Mixer
Sam,Slyfield,Sound Engineer
Doug,Chiang,Designer
Luke,Millar,Visual Effects Artist
Walter,Mirisch,Producer
Nicholas,Britell,Composer
Elliot,Tyson,Sound Engineer
Bob,Minkler,Sound Engineer
Manos,Hatzidakis,Composer
Manos,Hatzidakis,Musician
Brad,Dourif,Actor
Antonella,Cannarozzi,Costume Designer
Rachel,Morrison,Cinematographer
Gregory,Funk,Makeup Artist
Scott,Slimon,Set Decorator
Elaine,May,Actress
Elaine,May,Comedian
Elaine,May,Writer
Elaine,May,Director
Richard,Hymns,Sound Editor
Horace,Woodard,Cinematographer
Horace,Woodard,Producer
Ernest,Tidyman,Author
Ernest,Tidyman,Screenwriter
Robert,Wald,Sound Engineer
Ahmed,Rachedi,Director
Ahmed,Rachedi,Screenwriter
John,Alonzo,Cinematographer
John,Alonzo,Actor
John,Alonzo,Director
Don,Raye,Songwriter
Pauline,Collins,Actress
Zsuzsanna,Sipos,Set Decorator
Robert,Hoyt,Sound Engineer
John,Stears,Special Effects Artist
Julie,Delpy,Actress
Julie,Delpy,Screenwriter
Julie,Delpy,Director
Carroll,Clark,Art Director
Stephen,Tenenbaum,Producer
Simon,Hayes,Production Sound Mixer
George,Martin,Record Producer
George,Martin,Arranger
George,Martin,Composer
George,Martin,Conductor
George,Martin,Musician
Leonard,Peterson,Sound Engineer
Angela,Morley,Composer
Angela,Morley,Arranger
Angela,Morley,Orchestrator
Angela,Morley,Conductor
Stephen,Rotter,Editor
Eryn,Mekash,Makeup Artist
Eryn,Mekash,Producer
Eryn,Mekash,Special Effects Artist
Peter,Capaldi,Actor
Peter,Capaldi,Director
Peter,Capaldi,Writer
Peter,Capaldi,Musician
Peter,Capaldi,Producer
Jan,Stussy,Producer
Jan,Stussy,Painter
Jan,Stussy,Printmaker
Jan,Stussy,Professor
Lou,Brock,Producer
Jean-Louis,Ducarme,Sound Engineer
Rip,Torn,Actor
Josephine,Lovett,Scenario Writer
Josephine,Lovett,Screenwriter
Josephine,Lovett,Actress
Jack,Eaton,Producer
Jack,Eaton,Director
Andrew,Watt,Record Producer
Andrew,Watt,Singer
Andrew,Watt,Songwriter
Tom,McGrath,Voice Actor
Tom,McGrath,Animator
Tom,McGrath,Director
Tom,McGrath,Screenwriter
Frederic,Knudtson,Editor
Fred,Quimby,Animation Producer
Jon,Johnson,Sound Editor
Joseph,Valentine,Cinematographer
Danny,Elfman,Composer
Danny,Elfman,Record Producer
Danny,Elfman,Singer
Danny,Elfman,Songwriter
Danny,Elfman,Musician
Anthony,Harvey,Director
Joan,Allen,Actress
Michael,Semanick,Sound Engineer
Leslie,Iwerks,Producer
Leslie,Iwerks,Director
Leslie,Iwerks,Writer
Jodie,Foster,Actress
Jodie,Foster,Producer
Jodie,Foster,Director
Ron,Judkins,Production Sound Mixer
A,Sullen,Pianist
A,Sullen,Composer
Rihanna,Fenty,Singer
Rihanna,Fenty,Songwriter
Rihanna,Fenty,Actress
Milan,Bor,Sound Engineer
Bob,Rafelson,Director
Bob,Rafelson,Producer
Bob,Rafelson,Screenwriter
Rock,Hudson,Actor
Robert,Houston,Actor
Robert,Houston,Director
Anthony,Quinn,Actor
Anthony,Quinn,Director
Anthony,Quinn,Painter
Anthony,Quinn,Sculptor
Anthony,Quinn,Restaurateur
Anthony,Quinn,Writer
Harold,Michelson,Production Designer
Harold,Michelson,Art Director
Harold,Michelson,Illustrator
Charles,Boyer,Actor
Sara,Bennett,Visual Effects Artist
René,Hubert,Costume Designer
Cordell,Barker,Animator
Cordell,Barker,Director
Cordell,Barker,Screenwriter
Florencia,Martin,Production Designer
Florencia,Martin,Set Decorator
Ted,Haworth,Production Designer
Tom,Ozanich,Sound Engineer
Julian,Biggs,Director
Julian,Biggs,Producer
Gregory,Cava,Director
Bobby,Darin,Musician
Bobby,Darin,Singer
Bobby,Darin,Songwriter
Bobby,Darin,Actor
Richard,Goodman,Sound Engineer
Lew,Brown,Lyricist
Hoyt,Yeatman,Visual Effects Artist
Hoyt,Yeatman,Visual Effects Supervisor
Andrew,Bowler,Filmmaker
Yura,Borisov,Actor
Mark,Coulier,Makeup Artist
Jimmy,Chin,Skier
Jimmy,Chin,Director
Jimmy,Chin,Photographer
Stephen,Verona,Filmmaker
Stephen,Verona,Photographer
Stephen,Verona,Painter
Lenny,Abrahamson,Director
Lisa,Blount,Actress
Lisa,Blount,Producer
Stephen,Schwartz,Lyricist
Stephen,Schwartz,Composer
Neil,Corbould,Special Effects Supervisor
Donald,Mowat,Makeup Artist
Amber,Sibley,Makeup Artist
David,Silverman,Director
John,Sturtevant,Set Decorator
Roko,Belić,Director
Roko,Belić,Producer
Alex,Henning,Visual Effects Artist
Stephen,Rea,Actor
Stu,Linder,Editor
Millard,Kaufman,Screenwriter
Millard,Kaufman,Novelist
Bina,Daigeler,Costume Designer
Richard,Dior,Sound Engineer
Jean-Charles,Tacchella,Director
Jean-Charles,Tacchella,Screenwriter
Jean-Charles,Tacchella,Cinematographer
Orville,Hampton,Screenwriter
Jacques,Maumont,Sound Editor
Tom,Ackerley,Producer
Tom,Ackerley,Actor
Tom,Ackerley,Assistant Director
Richard,Flynn,Sound Engineer
Ruby,Levitt,Set Decorator
Lily,Gladstone,Actress
Phoebe,Ephron,Playwright
Phoebe,Ephron,Screenwriter
Jared,Leto,Actor
Jared,Leto,Musician
Michael,Nozik,Producer
Charles,Grenzbach,Sound Engineer
Adam,Davidson,Director
Adam,Davidson,Director
Adam,Davidson,Actor
John,Davis,Director
John,Davis,Producer
John,Davis,Screenwriter
John,Davis,Animator
John,Davis,Composer
John,Davis,Voice Actor
Chuck,Workman,Filmmaker
Alfred,Lunt,Actor
Alfred,Lunt,Director
Joseph,Kish,Set Decorator
John,Refoua,Editor
Andrew,Adamson,Director
Andrew,Adamson,Producer
Andrew,Adamson,Screenwriter
Andrew,Adamson,Animator
Frank,Lloyd,Director
Frank,Lloyd,Actor
Frank,Lloyd,Scriptwriter
Frank,Lloyd,Producer
Danfung,Dennis,Documentary Maker
Danfung,Dennis,Photographer
Alex,Rodríguez,Editor
Chester,Franklin,Director
Amy,Adams,Actress
Douglas,Trumbull,Director
Douglas,Trumbull,Producer
Douglas,Trumbull,Writer
Douglas,Trumbull,Special Effects Supervisor
Gerry,Hambling,Editor
Georges,Périnal,Cinematographer
King,Vidor,Director
King,Vidor,Producer
King,Vidor,Screenwriter
William,Wyler,Director
William,Wyler,Producer
Ned,Washington,Lyricist
David,Presto,Makeup Artist
Steven,Rales,Producer
Adele,Adkins,Singer
Warren,Newcombe,Special Effects Artist
Oorlagh,George,Filmmaker
Oorlagh,George,Producer
Michelle,Pfeiffer,Actress
Jacques,Boigelot,Director
Jacques,Boigelot,Screenwriter
David,Raksin,Composer
James,Murakami,Art Director
Mary,McDonnell,Actress
Gene,Tierney,Actress
Steve,Golin,Producer
Russell,Metty,Cinematographer
James,Acheson,Costume Designer
Jane,Campion,Screenwriter
Jane,Campion,Producer
Jane,Campion,Director
Arthur,Ibbetson,Cinematographer
Markus,Stemler,Sound Engineer
Ross,Bellah,Art Director
Lothar,Wolff,Editor
Lothar,Wolff,Producer
Lewis,Stone,Actor
Chris,Sanders,Director
Chris,Sanders,Screenwriter
Chris,Sanders,Producer
Chris,Sanders,Animator
Chris,Sanders,Illustrator
Chris,Sanders,Voice Actor
Ron,Bartlett,Sound Mixer
Michael,Mann,Director
Michael,Mann,Screenwriter
Michael,Mann,Producer
Michael,Mann,Author
Nick,Allder,Special Effects Artist
Karim,Amer,Director
Karim,Amer,Producer
Tim,Squyres,Editor
Jeremy,Renner,Actor
Mychael,Danna,Composer
Andrew,Lowe,Producer
Anne,Coates,Editor
Michaela,Pavlátová,Animator
Elliot,Newman,Visual Effects Artist
Joel,Fein,Sound Engineer
Chris,Butler,Animator
Chris,Butler,Writer
Chris,Butler,Director
Robert,Wright,Songwriter
Robert,Wright,Lyricist
Marc,Pilcher,Hair Stylist
Marc,Pilcher,Makeup Artist
Ward,Preston,Production Designer
Ward,Preston,Art Director
Melissa,Mathison,Screenwriter
Robert,Fresco,Producer
Jared,Bush,Screenwriter
Jared,Bush,Producer
Jared,Bush,Director
Erich,von Stroheim,Actor
Erich,von Stroheim,Director
Erich,von Stroheim,Screenwriter
Erich,von Stroheim,Producer
Robert,Surtees,Cinematographer
Scott,Anderson,Visual Effects Artist
Roberto,Gavaldón,Director
Tony,Gilroy,Screenwriter
Tony,Gilroy,Producer
Tony,Gilroy,Director
Don,Ameche,Actor
Don,Ameche,Comedian
Don,Ameche,Vaudevillian
Franz,Wirth,Director
Franz,Wirth,Screenwriter
Graham,Broadbent,Producer
Albert,Akst,Editor
Stuart,Robertson,Visual Effects Artist
Tess,Slesinger,Writer
Tess,Slesinger,Screenwriter
John,Morris,Composer
Joseph,Brun,Cinematographer
Shona,Heath,Production Designer
Tom,Howard,Special Effects Artist
Fred,Albin,Sound Engineer
Andrew,Stone,Screenwriter
John,Wayne,Actor
John,Wayne,Producer
John,Wayne,Director
Steve,Courtley,Special Effects Artist
Chris,Butler,Set Decorator
Charles,Coburn,Actor
Ludwig,Göransson,Musician
Ludwig,Göransson,Composer
Ludwig,Göransson,Conductor
Ludwig,Göransson,Songwriter
Ludwig,Göransson,Record Producer
Kieran,Culkin,Actor
Jeff,Sutherland,Visual Effects Artist
Stephen,James,Visual Effects Artist
Paul,Anderson,Filmmaker
John,Hancock,Director
John,Hancock,Producer
John,Hancock,Screenwriter
Brian,Cox,Special Effects Artist
Faye,Dunaway,Actress
Samuel,Jackson,Actor
Samuel,Jackson,Producer
Jack,Warden,Actor
Hervé,de Luze,Editor
Ronald,Harwood,Writer
Derek,Meddings,Special Effects Designer
Rudi,Fehr,Editor
John,Bright,Costume Designer
Louise,Dresser,Actress
Theodore,Bikel,Actor
Theodore,Bikel,Singer
Ismael,Rodríguez,Director
Ruth,Gordon,Actress
Ruth,Gordon,Playwright
Ruth,Gordon,Screenwriter
Bob,Nelson,Director
Bob,Nelson,Screenwriter
Brie,Larson,Actress
Brie,Larson,Filmmaker
Arnold,Perl,Playwright
Arnold,Perl,Screenwriter
Arnold,Perl,Producer
Arnold,Perl,Writer
Burt,Young,Actor
Seth,MacFarlane,Actor
Seth,MacFarlane,Animator
Seth,MacFarlane,Writer
Seth,MacFarlane,Producer
Seth,MacFarlane,Director
Seth,MacFarlane,Comedian
Seth,MacFarlane,Singer
Ingmar,Bergman,Director
Ingmar,Bergman,Screenwriter
Lee,Minkler,Sound Engineer
Hans,Dreier,Art Director
Lesli,Glatter,Director
Philippe,de Broca,Director
Louis,Diage,Set Decorator
Colin,Chilvers,Video Director
Colin,Chilvers,Special Effects Coordinator
Simon,Kaye,Sound Engineer
Mark,Wahlberg,Actor
Mark,Wahlberg,Producer
Mark,Wahlberg,Rapper
Ray,Milland,Actor
Ray,Milland,Director
Jeff,Goldblum,Actor
Jeff,Goldblum,Musician
Michael,Arndt,Screenwriter
Gérard,Corbiau,Director
Marc,Frédérix,Art Director
Viktor,Müller,Visual Effects Artist
Cale,Boyter,Producer
Ben,Sharpsteen,Director
Ben,Sharpsteen,Producer
Bob,Shaw,Art Director
Bob,Shaw,Production Designer
Robert,Bennett,Composer
Robert,Bennett,Arranger
William,Holmes,Editor
Roger,Simon,Novelist
Roger,Simon,Screenwriter
Rodrigo,Prieto,Cinematographer
Elliott,Gould,Actor
Zev,Braun,Producer
Carlton,Faulkner,Sound Engineer
Atticus,Ross,Musician
Atticus,Ross,Composer
Atticus,Ross,Record Producer
Atticus,Ross,Audio Engineer
Hans,Geißendörfer,Director
David,Seidler,Playwright
David,Seidler,Screenwriter
Mario,Puzo,Novelist
Mario,Puzo,Screenwriter
Mario,Puzo,Journalist
John,Travolta,Actor
John,Travolta,Singer
John,Travolta,Producer
Josh,Fox,Filmmaker
