firstName,lastName,roleType
David,Anderson,Makeup Artist
Timothy,Reckart,Animator
Timothy,Reckart,Director
Nat,Faxon,Actor
Nat,Faxon,Comedian
Nat,Faxon,Screenwriter
Nat,Faxon,Director
Bill,Guttentag,Director
Bill,Guttentag,Screenwriter
Bill,Guttentag,Producer
Jim,Clark,Editor
Jim,Clark,Director
John,Pritchett,Sound Engineer
Sidney,Lumet,Director
Sidney,Lumet,Screenwriter
Sidney,Lumet,Producer
Sidney,Lumet,Actor
Jay,Friedkin,Editor
Anthony,Minghella,Playwright
Anthony,Minghella,Director
Anthony,Minghella,Screenwriter
Robert,Boyle,Art Director
Robert,Boyle,Production Designer
David,Gamble,Editor
Callie,Khouri,Writer
Callie,Khouri,Director
Callie,Khouri,Producer
Callie,Khouri,Feminist Speaker
Jim,Reardon,Animator
Jim,Reardon,Storyboard Artist
Jim,Reardon,Screenwriter
Jim,Reardon,Director
Mel,Stuart,Director
Mel,Stuart,Producer
John,Lesher,Producer
Richard,Pryke,Sound Engineer
Nigel,Noble,Sound Mixer
Lisy,Christl,Costume Designer
Gloria,Borders,Sound Effects Editor
Catherine,Martin,Costume Designer
Catherine,Martin,Production Designer
Catherine,Martin,Set Designer
Catherine,Martin,Producer
Andrey,Zvyagintsev,Filmmaker
Justin,Raleigh,Makeup Artist
Adrien,Brody,Actor
Louis,Malle,Director
Louis,Malle,Screenwriter
Louis,Malle,Producer
Steve,Boeddeker,Sound Editor
Kenneth,Branagh,Actor
Kenneth,Branagh,Filmmaker
Samuel,Pollard,Filmmaker
Roma,Baran,Record Producer
Otho,Lovering,Editor
George,DeTitta Jr.,Set Decorator
Adam,McKay,Screenwriter
Adam,McKay,Director
Adam,McKay,Producer
John,Caglione Jr.,Makeup Artist
Robert,Anderson,Screenwriter
Édouard,Molinaro,Director
Édouard,Molinaro,Screenwriter
Julia,Reichert,Documentary Filmmaker
Matia,Karrell,Director
Matia,Karrell,Producer
Matia,Karrell,Screenwriter
George,Hopkins,Set Designer
George,Hopkins,Screenwriter
Peter,Craig,Novelist
Peter,Craig,Screenwriter
Frederick,Zollo,Producer
Frederick,Zollo,Director
Nick,Enright,Playwright
Nick,Enright,Lyricist
Nick,Enright,Actor
Nick,Enright,Director
Francis,Lai,Score Composer
Fran,Walsh,Screenwriter
Fran,Walsh,Producer
Fran,Walsh,Lyricist
Alun,Owen,Screenwriter
Alun,Owen,Actor
Rob,Coleman,Animation Director
Dana,Murray,Animator
Dana,Murray,Producer
Francesca,Schiavo,Set Decorator
Colm,Bairéad,Director
Colm,Bairéad,Screenwriter
Emma,Thompson,Actress
Emma,Thompson,Screenwriter
Ava,DuVernay,Director
Ava,DuVernay,Producer
Ava,DuVernay,Screenwriter
Ava,DuVernay,Publicist
John,Midgley,Sound Engineer
Robert,Zemeckis,Director
Robert,Zemeckis,Producer
Robert,Zemeckis,Screenwriter
Gregg,Toland,Cinematographer
Jean,Louis,Costume Designer
Eddie,Albert,Actor
Eddie,Albert,Singer
Eddie,Albert,Humanitarian
Frederick,Loewe,Musician
Frederick,Loewe,Composer
Frederick,Loewe,Lyricist
Stefen,Fangmeier,Director
Barry,Thomas,Sound Engineer
Andrew,Lockley,Visual Effects Supervisor
Sean,Ellis,Filmmaker
Leigh,Harline,Composer
Matt,Aitken,Visual Effects Artist
Walter,Goss,Sound Engineer
Jordan,Peele,Actor
Jordan,Peele,Voice Actor
Jordan,Peele,Comedian
Jordan,Peele,Filmmaker
Norman,Lear,Screenwriter
Norman,Lear,Producer
Saoirse,Ronan,Actress
Paul,Norris,Visual Effects Supervisor
Fred,Guiol,Director
Fred,Guiol,Screenwriter
John,Chambers,Makeup Artist
John,Chambers,Makeup Artist
Steve,Gordon,Screenwriter
Steve,Gordon,Director
John,Smith,Director
John,Smith,Screenwriter
Michael,Owens,Assistant Director
Michael,Owens,Visual Effects Artist
Anjelica,Huston,Actress
Anjelica,Huston,Director
James,LaRue,Sound Engineer
Tom,Priestley,Editor
Tom,Priestley,Sound Editor
Irving,Thalberg,Producer
Irving,Thalberg,Director
Irving,Thalberg,Studio Manager
Marcus,D'Arcy,Editor
Sarah,Polley,Actor
Sarah,Polley,Writer
Sarah,Polley,Director
Sarah,Polley,Producer
Sarah,Polley,Political Activist
Jeremy,Molod,Sound Editor
Karl,Freund,Cinematographer
Karl,Freund,Director
Karl,Freund,Camera Operator
Saul,Zaentz,Producer
Saul,Zaentz,Record Company Executive
Burny,Mattinson,Storyboard Artist
Burny,Mattinson,Animator
Burny,Mattinson,Director
Burny,Mattinson,Producer
Richard,Harris,Actor
Richard,Harris,Singer
Warren,Shaw,Sound Editor
Howard,Shore,Composer
Howard,Shore,Orchestrator
Howard,Shore,Conductor
Howard,Shore,Music Producer
Jonas,Gwangwa,Musician
Jonas,Gwangwa,Songwriter
Jonas,Gwangwa,Producer
Elia,Kazan,Director
Elia,Kazan,Producer
Elia,Kazan,Screenwriter
Elia,Kazan,Actor
Matteo,Garrone,Director
Matteo,Garrone,Producer
Robert,De Niro,Actor
Robert,De Niro,Producer
Samuel,Caron,Producer
Troy,Kotsur,Actor
Samuel,Goldwyn Jr.,Producer
Michael,Coulter,Cinematographer
Elizabeth,McBride,Costume Designer
Ernest,Lehman,Screenwriter
Ernest,Lehman,Producer
Ernest,Lehman,Director
Roy,Davidson,Special Effects Artist
William,McNutt,Screenwriter
Rob,Epstein,Director
Jeanne,Eagels,Actress
James,Wilson,Producer
Fred,MacLean,Set Decorator
Donald,Wrye,Director
Donald,Wrye,Screenwriter
Donald,Wrye,Producer
Nana,Jorjadze,Director
Nana,Jorjadze,Screenwriter
Nana,Jorjadze,Actor
Tony,Thomas,Producer
Tony,Thomas,Director
Dan,Futterman,Actor
Dan,Futterman,Screenwriter
Dan,Futterman,Producer
Seth,Maury,Visual Effects Artist
Toshiro,Mayuzumi,Composer
Peter,Sciberras,Editor
Heinz,Roemheld,Composer
Riz,Ortolani,Composer
Riz,Ortolani,Conductor
Riz,Ortolani,Orchestrator
Leon,Gast,Filmmaker
Leon,Gast,Artist
Larry,Stensvold,Sound Engineer
Sting,Sumner,Musician
Sting,Sumner,Singer
Sting,Sumner,Songwriter
Sting,Sumner,Actor
Sting,Sumner,Activist
Richard,Irvine,Art Director
Peter,Farrelly,Filmmaker
Peter,Farrelly,Novelist
Yury,Annenkov,Novelist
Yury,Annenkov,Short Story Writer
Ed,Hirsh,Visual Effects Artist
Nancy,Title,Sound Editor
Jason,Blum,Producer
Jason,Blum,Studio Executive
William,Hutchinson,Art Director
Frances,McDormand,Actress
Frances,McDormand,Producer
Ross,Hunter,Producer
Ross,Hunter,Actor
Takamasa,Oe,Screenwriter
Martin,Roe,Director
Martin,Roe,Producer
Martin,Roe,Screenwriter
Walter,Donaldson,Composer
Yoshiaki,Nishimura,Producer
Laurence,Fishburne,Actor
Laurence,Fishburne,Producer
Elisabeth,Shue,Actress
Michael,Kahn,Editor
Kirk,Douglas,Actor
Kirk,Douglas,Filmmaker
Kirk,Douglas,Philanthropist
Whoopi,Goldberg,Actor
Whoopi,Goldberg,Comedian
Whoopi,Goldberg,Author
Paul,Kavanagh,Visual Effects Artist
Thomas,Little,Set Decorator
Victor,Zolfo,Set Decorator
George,Clooney,Actor
George,Clooney,Director
George,Clooney,Producer
George,Clooney,Screenwriter
Allan,Scott,Screenwriter
William,Kelley,Screenwriter
William,Kelley,Producer
Ben,Os,Production Designer
John,Boyd,Sound Engineer
Annie,Lennox,Singer
Annie,Lennox,Political Activist
Annie,Lennox,Philanthropist
John,Powell,Composer
John,Powell,Conductor
John,Powell,Producer
Yuli,Raizman,Director
Yuli,Raizman,Screenwriter
Yuli,Raizman,Pedagogue
Anna,Behlmer,Re-Recording Mixer
Ryszard,Lenczewski,Cinematographer
Norman,Garwood,Production Designer
Peter,Lord,Animator
Peter,Lord,Director
Peter,Lord,Producer
Jonathan,Sanger,Director
Jonathan,Sanger,Producer
Jonathan,Sanger,Media Consultant
Marcel,Vertès,Costume Designer
Adolph,Deutsch,Composer
Eustace,Lycett,Special Effects Artist
Vanessa,Redgrave,Actress
Vanessa,Redgrave,Political Activist
Peter,Finch,Actor
Uberto,Pasolini,Producer
Uberto,Pasolini,Director
Don,MacDougall,Sound Engineer
Alberto,Mielgo,Animator
Alberto,Mielgo,Artist
Alberto,Mielgo,Director
Tom,McArdle,Editor
Al,Hoffman,Songwriter
Ruben,Östlund,Filmmaker
Isao,Takahata,Director
Isao,Takahata,Animation Director
Isao,Takahata,Producer
Marilyn,Vance,Costume Designer
Marilyn,Vance,Producer
Marilyn,Vance,Executive Producer
Marilyn,Vance,Associate Producer
Marilyn,Vance,Set Designer
Marilyn,Vance,Director
Marilyn,Vance,Actress
Cecelia,Hall,Sound Editor
Bill,Malley,Production Designer
Jochen,Freydank,Director
William,Vince,Producer
Katja,Benrath,Actress
Katja,Benrath,Director
Katja,Benrath,Producer
Bent,Christensen,Director
Bent,Christensen,Actor
Charles,Rice,Sound Engineer
Harvey,Keitel,Actor
Harvey,Keitel,Producer
Peter,Foldes,Director
Peter,Foldes,Producer
James,Newcom,Editor
Stanley,Mann,Screenwriter
Frances,Marion,Screenwriter
Frances,Marion,Director
Frances,Marion,Journalist
Frances,Marion,Author
Henry,Koster,Director
Henry,Koster,Screenwriter
Henry,Koster,Producer
Frank,Phillips,Cinematographer
Claudette,Colbert,Actress
Guy,Green,Director
Guy,Green,Cinematographer
Guy,Green,Camera Operator
Guy,Green,Screenwriter
Guy,Green,Producer
Patrick,Tubach,Visual Effects Supervisor
Ted,Caplan,Sound Editor
Moctesuma,Esparza,Producer
Moctesuma,Esparza,Entertainment Executive
Moctesuma,Esparza,Community Activist
Cecil,Beaton,Photographer
Cecil,Beaton,Interior Designer
Cecil,Beaton,Socialite
Cecil,Beaton,Writer
Cecil,Beaton,Costume Designer
Miriam,Hopkins,Actress
Billy,Wilder,Director
Billy,Wilder,Screenwriter
Billy,Wilder,Producer
Pamela,Wallace,Screenwriter
Pamela,Wallace,Novelist
William,LeBaron,Producer
William,LeBaron,Playwright
William,LeBaron,Screen Writer
William,LeBaron,Lyricist
Al,Roelofs,Art Director
Sergio,Pablos,Animator
Sergio,Pablos,Director
Sergio,Pablos,Screenwriter
Robert,Loggia,Actor
Sean,Baker,Filmmaker
Sean,Baker,Editor
Jonathan,Penner,Screenwriter
Jonathan,Penner,Producer
Jonathan,Penner,Actor
Lucien,Ballard,Cinematographer
Sam,Coslow,Composer
Sam,Coslow,Producer
Roger,Guyett,Visual Effects Supervisor
Paul,Morrison,Director
Brian,Morris,Production Designer
Steve,McQueen,Director
Steve,McQueen,Producer
Steve,McQueen,Screenwriter
Steve,McQueen,Video Artist
Harry,Stradling,Cinematographer
Zach,Baylin,Screenwriter
Sharon,Stone,Actress
Joel,Harlow,Makeup Artist
Henry,Grace,Set Decorator
David,Brenner,Editor
T.,Clarke,Writer
T.,Clarke,Screenwriter
Ronnie,Specter,Makeup Artist
Bill,Condon,Director
Bill,Condon,Screenwriter
Gustavo,Santaolalla,Composer
Gustavo,Santaolalla,Music Producer
Gustavo,Santaolalla,Musician
Ian,Wingrove,Special Effects Artist
Ian,Wingrove,Visual Effects Artist
Larry,Adler,Composer
Larry,Adler,Actor
Larry,Adler,Musician
Sandra,Hüller,Actress
Smriti,Mundhra,Director
Smriti,Mundhra,Producer
Howard,Hawks,Director
Howard,Hawks,Producer
Howard,Hawks,Screenwriter
Edward,Boyle,Set Decorator
Stanley,Jaffe,Producer
Stanley,Jaffe,Director
Ben,Affleck,Actor
Ben,Affleck,Director
Ben,Affleck,Producer
Ben,Affleck,Screenwriter
Ellsworth,Fredricks,Cinematographer
Mike,Elizalde,Special Make-Up Effects Artist
Tobias,Rosen,Producer
Rian,Johnson,Director
Rian,Johnson,Producer
Rian,Johnson,Writer
Claude,La Haye,Production Sound Mixer
Terry,Gilliam,Screenwriter
Terry,Gilliam,Director
Terry,Gilliam,Comedian
Terry,Gilliam,Animator
Terry,Gilliam,Actor
Matthew,Ogens,Director
Matthew,Ogens,Photographer
Matthew,Ogens,Artist
Jack,Rose,Screenwriter
Jack,Rose,Producer
Pietro,Germi,Screenwriter
Pietro,Germi,Director
Pietro,Germi,Actor
Harold,Smith,Writer
Harold,Smith,Screenwriter
Bill,Melendez,Animator
Bill,Melendez,Director
Bill,Melendez,Producer
Bill,Melendez,Voice Actor
Carlos,Navarrete,Sound Engineer
Laurent,Witz,Maker
Stephen,Burum,Cinematographer
Michael,Sembello,Singer
Michael,Sembello,Songwriter
Michael,Sembello,Multi-Instrumentalist
Michael,Sembello,Producer
Thomas,Causey,Sound Engineer
Bran,Ferren,Technologist
Joel,Crawford,Director
Joel,Crawford,Storyboard Artist
Erik,Aadahl,Sound Editor
Tom,Cruise,Actor
Tom,Cruise,Producer
Matthew,Mungle,Makeup Artist
Ben,Kingsley,Actor
Adolph,Caesar,Actor
Michael,Herbick,Sound Engineer
Walter,Wottitz,Cinematographer
H.,Koenekamp,Special Effects Artist
H.,Koenekamp,Cinematographer
Vernon,Dixon,Set Decorator
Alain,Robbe-Grillet,Writer
Alain,Robbe-Grillet,Filmmaker
Tim,Burton,Director
Tim,Burton,Producer
Tim,Burton,Screenwriter
Tim,Burton,Animator
Thomas,Curley,Production Sound Mixer
Ben,Grossmann,Visual Effects Supervisor
Chris,Menges,Director
Chris,Menges,Cinematographer
Steven,Zaillian,Screenwriter
Steven,Zaillian,Director
Steven,Zaillian,Producer
Steven,Zaillian,Editor
Robert,Mattey,Visual Effects Artist
Charles,Boyle,Cinematographer
Shaka,King,Filmmaker
Shaka,King,Writer
Shaka,King,Director
Martin,Ritt,Director
Martin,Ritt,Producer
Martin,Ritt,Actor
John,Goodman,Art Director
Jon,Harris,Editor
Ring,Lardner Jr.,Screenwriter
Ring,Lardner Jr.,Journalist
Brent,Boates,Visual Effects Artist
Larry,Dias,Set Decorator
Siedah,Garrett,Singer
Siedah,Garrett,Songwriter
Siedah,Garrett,Composer
Robert,Usher,Art Director
Ron,Clements,Animator
Ron,Clements,Director
Ron,Clements,Screenwriter
Ron,Clements,Producer
Chen,Kaige,Director
Chen,Kaige,Screenwriter
Chen,Kaige,Producer
Michael,Chapman,Cinematographer
Michael,Chapman,Director
Robert,Kenner,Director
Robert,Kenner,Producer
Robert,Kenner,Director
Robert,Kenner,Producer
Robert,Kenner,Screenwriter
Robert,Kenner,Writer
Co,Hoedeman,Director
Co,Hoedeman,Animator
Co,Hoedeman,Writer
Rich,Moore,Animation Director
Rich,Moore,Screenwriter
Rich,Moore,Voice Actor
Van,Morrison,Singer
Van,Morrison,Musician
Wayne,Artman,Sound Engineer
William,Sarokin,Sound Engineer
Emile,Sherman,Producer
Karolyn,Ali,Music Video Producer
Mark,Burton,Writer
Mark,Burton,Screenwriter
Mark,Burton,Producer
Mark,Burton,Producer
Mark,Burton,Director
Omar,Sharif,Actor
Scott,Hecker,Sound Editor
Louis,Lichtenfield,Special Effects Artist
Dee,Mosbacher,Filmmaker
Dee,Mosbacher,Activist
Dee,Mosbacher,Psychiatrist
Michael,Green,Screenwriter
Michael,Green,Writer
Michael,Green,Comic Book Writer
Camille,Dalmais,Singer
Denis,Villeneuve,Director
Denis,Villeneuve,Producer
Denis,Villeneuve,Screenwriter
Elmer,Raguse,Sound Engineer
Janet,Gaynor,Actress
Mario,Monicelli,Screenwriter
Mario,Monicelli,Director
Mario,Monicelli,Actor
Harry,Warren,Composer
Ezio,Frigerio,Costume Designer
Ezio,Frigerio,Art Director
Robert,Greenhut,Producer
Ryan,Gosling,Actor
Joan,Bridge,Costume Designer
Tom,Rosenberg,Producer
Mark,Mori,Director
Mark,Mori,Producer
Mark,Mori,Writer
Douglas,Smith,Visual Effects Artist
William,Manger,Sound Editor
John,Stoll,Art Director
Jackie,Haley,Actor
Earl,Madery,Sound Engineer
Kathy,Bates,Actress
Taylor,Sheridan,Writer
Taylor,Sheridan,Producer
Taylor,Sheridan,Director
Taylor,Sheridan,Actor
Christine,Oestreicher,Director
Christine,Oestreicher,Producer
Sean,Astin,Actor
Tina,Earnshaw,Makeup Artist
Stephenie,McMillan,Set Decorator
Don,Sharpless,Sound Engineer
J.,Simmons,Actor
Bob,Gale,Writer
Clay,Pinney,Visual Effects Artist
Roger,Ford,Screen Production Designer
Bruce,Springsteen,Singer
Bruce,Springsteen,Songwriter
Bruce,Springsteen,Musician
Glenn,Slater,Lyricist
Julie,Dartnell,Makeup Artist
Danilo,Bach,Producer
Danilo,Bach,Screenwriter
Marion,Cotillard,Actress
Gene,Allen,Art Director
A.,Fields,Art Director
D.,Pennebaker,Documentarian
D.,Pennebaker,Author
George,Coe,Actor
Sylvia,Fine,Composer
Sylvia,Fine,Producer
Eskil,Vogt,Director
Charles,Nelson,Editor
Wesley,Miller,Sound Engineer
Darin,Knight,Sound Engineer
Frederick,Brown,Sound Editor
John,Link Jr.,Editor
Mickey,Rooney,Actor
Mickey,Rooney,Producer
Mickey,Rooney,Radio Entertainer
Mickey,Rooney,Vaudevillian
John,Hurt,Actor
Alessandra,Querzola,Set Decorator
Hal,Mohr,Cinematographer
David,Koff,Documentary Filmmaker
David,Koff,Social Activist
David,Koff,Writer
David,Koff,Researcher
David,Koff,Editor
Alice,Doyard,Director
Alice,Doyard,Producer
Lora,Hirschberg,Sound Engineer
Frayser,Boy,Rapper
Joshua,Seftel,Director
Joshua,Seftel,Producer
Joshua,Seftel,Screenwriter
Robert,Odell,Art Director
Paul,McCartney,Singer
Paul,McCartney,Songwriter
Paul,McCartney,Musician
Paul,McCartney,Record Producer
Harley,Jessup,Production Designer
Merideth,Boswell,Set Decorator
Stefan,Arndt,Producer
Van,Heflin,Actor
Göran,Lundström,Makeup Artist
Glen,Campbell,Singer
Glen,Campbell,Musician
Glen,Campbell,Songwriter
Glen,Campbell,Actor
Don,Digirolamo,Re-Recording Mixer
Beatrice,Dawson,Costume Designer
Questlove,Thompson,Musician
Questlove,Thompson,Record Producer
Questlove,Thompson,Music Journalist
Questlove,Thompson,Actor
Questlove,Thompson,Director
Miloš,Forman,Actor
Miloš,Forman,Director
Miloš,Forman,Screenwriter
Miloš,Forman,Professor
Bo,Welch,Production Designer
Bo,Welch,Art Director
Bo,Welch,Director
Bo,Welch,Actor
Bill,Nelson,Sound Engineer
Scott,Conrad,Editor
Arlene,Donovan,Producer
Brian,Chumney,Sound Editor
Anastasia,Masaro,Production Designer
Ron,Talsky,Costume Designer
Lindsay,Doran,Producer
Heath,Ledger,Actor
Heath,Ledger,Music Video Director
John,Furniss,Costume Designer
David,Niven,Actor
David,Niven,Soldier
David,Niven,Novelist
Ted,Marshall,Art Director
Owen,Wilson,Actor
Owen,Wilson,Comedian
Owen,Wilson,Producer
Owen,Wilson,Screenwriter
Christian,Colson,Producer
Philippe,Carcassonne,Producer
Sally,Hawkins,Actress
David,Hare,Playwright
David,Hare,Screenwriter
David,Hare,Director
Nicole,Grindle,Producer
Peter,Ramsey,Illustrator
Peter,Ramsey,Storyboard Artist
Peter,Ramsey,Filmmaker
Lawrence,Lasker,Producer
Lawrence,Lasker,Screenwriter
Gene,Fowler Jr.,Editor
Gary,Roach,Editor
Robin,O'Donoghue,Sound Engineer
Alvin,Sargent,Screenwriter
Paul,Scofield,Actor
Mathilde,Bonnefoy,Editor
Mathilde,Bonnefoy,Director
George,Froeschel,Screenwriter
Ben,Hecht,Screenwriter
Ben,Hecht,Director
Ben,Hecht,Producer
Ben,Hecht,Novelist
Ben,Hecht,Playwright
Ben,Hecht,Journalist
Craig,Berkey,Sound Engineer
Peter,Glenville,Director
Peter,Glenville,Actor
Boris,Leven,Art Director
Boris,Leven,Production Designer
John,DeCuir,Art Director
Fay,Babcock,Set Designer
Michael,Luciano,Editor
Walton,Ament,Producer
Joseph,Mankiewicz,Director
Joseph,Mankiewicz,Screenwriter
Joseph,Mankiewicz,Producer
Richard,Price,Novelist
Richard,Price,Screenwriter
Richard,Price,Journalist
J.,Riva,Production Designer
Elvira,Lind,Director
Harry,Wild,Cinematographer
Jeffrey,Kurland,Costume Designer
Kirk,DeMicco,Screenwriter
Kirk,DeMicco,Director
Kirk,DeMicco,Producer
Bernardo,Bertolucci,Director
Bernardo,Bertolucci,Screenwriter
Carol,Dysinger,Director
Carol,Dysinger,Educator
Charles,Durning,Actor
Hermann,Sudermann,Novelist
Roland,Gross,Editor
Michael,Cacoyannis,Director
Fred,Niblo Jr.,Screenwriter
John,Hodge,Physician
John,Hodge,Screenwriter
Joshua,Richards,Cinematographer
Don,DaGradi,Screenwriter
Victor,Gangelin,Set Decorator
Debra,Winger,Actress
Charles,Guggenheim,Director
Charles,Guggenheim,Producer
Charles,Guggenheim,Screenwriter
Lionel,Newman,Composer
Lionel,Newman,Pianist
Lionel,Newman,Conductor
Douglas,McGrath,Playwright
Douglas,McGrath,Director
Douglas,McGrath,Actor
Murray,Spivack,Sound Engineer
Moss,Hart,Playwright
Moss,Hart,Director
Bud,Smith,Editor
Bud,Smith,Director
Paul,Rotha,Filmmaker
Paul,Rotha,Historian
Russell,Lloyd,Editor
Rosanna,Norton,Costume Designer
John,Wilkinson,Sound Engineer
Alex,Garland,Author
Alex,Garland,Screenwriter
Alex,Garland,Director
Jan,Hřebejk,Director
Jan,Hřebejk,Actor
Fred,Steiner,Composer
Fred,Steiner,Conductor
Fred,Steiner,Orchestrator
Fred,Steiner,Historian
Michael,Chandler,Producer
Michael,Chandler,Writer
Michael,Chandler,Editor
Jeremy,Woodhead,Makeup Artist
Leon,Clore,Producer
Gabriele,Salvatores,Director
Gabriele,Salvatores,Screenwriter
Gabriele,Salvatores,Producer
Richard,Starzak,Animator
Richard,Starzak,Screenwriter
Richard,Starzak,Director
Rachel,Portman,Composer
Jonathan,Glazer,Director
Jonathan,Glazer,Screenwriter
Lori,McCoy-Bell,Hair Stylist
Tom,Pedigo,Set Decorator
Gene,de Paul,Pianist
Gene,de Paul,Composer
Gene,de Paul,Songwriter
Christian,Minkler,Sound Engineer
W.,Van Dyke,Director
W.,Van Dyke,Writer
Karl,Tunberg,Screenwriter
Julia,Vernon,Makeup Artist
Rob,Bottin,Special Make-Up Effects Creator
Rhys,Salcombe,Visual Effects Artist
William,Murphy,Editor
Matt,Chessé,Editor
Gregg,Landaker,Re-Recording Mixer
Anthony,Hopkins,Actor
Anthony,Hopkins,Director
Anthony,Hopkins,Producer
Alice,Baker,Set Decorator
Jan,Komasa,Director
Eric,Reynolds,Visual Effects Supervisor
Janice,Loeb,Cinematographer
Janice,Loeb,Screenwriter
Janice,Loeb,Director
Janice,Loeb,Producer
Harry,Horner,Art Director
Walter,Lang,Director
Joel,Hynek,Visual Effects Artist
Robert,Weide,Documentarian
Robert,Weide,Producer
Robert,Weide,Director
Robert,Weide,Screenwriter
Dennis,Skotak,Visual Effects Artist
Cyril,Crowhurst,Sound Engineer
Marik,Vos-Lundh,Costume Designer
Marik,Vos-Lundh,Production Designer
Marik,Vos-Lundh,Scenic Designer
Frank,Marshall,Producer
Frank,Marshall,Director
Derek,Ball,Sound Engineer
Ted,Moore,Cinematographer
Ted,Moore,Camera Operator
Alan,Silvestri,Composer
Alan,Silvestri,Conductor
Alan,Silvestri,Orchestrator
Alan,Silvestri,Music Producer
Katie,Spencer,Set Decorator
Gene,Warren Jr.,Visual Effects Artist
John,Ottman,Composer
Hanif,Kureishi,Playwright
Hanif,Kureishi,Screenwriter
Hanif,Kureishi,Novelist
Hanif,Kureishi,Director
William,Clothier,Cinematographer
Rachel,Grady,Documentary Filmmaker
John,Kander,Composer
Sławomir,Fabicki,Director
Sławomir,Fabicki,Screenwriter
James,Gay-Rees,Producer
Hal,Roach,Producer
Hal,Roach,Director
Hal,Roach,Screenwriter
Siqi,Song,Animator
Siqi,Song,Director
James,Dearden,Screenwriter
James,Dearden,Director
Edward,Eliscu,Lyricist
Edward,Eliscu,Playwright
Edward,Eliscu,Producer
Edward,Eliscu,Stage Actor
Fred,Rode,Set Decorator
Robert,Burks,Cinematographer
David,Blewitt,Editor
James,Monaco,Composer
Mack,Gordon,Lyricist
Carlos,Delarios,Sound Engineer
Edward,Carrere,Art Director
John,Cornell,Producer
John,Cornell,Director
John,Cornell,Writer
John,Cornell,Actor
Ernest,Archer,Art Director
Arthur,Clarke,Writer
Martin,Obzina,Art Director
Red,Buttons,Actor
Red,Buttons,Comedian
Rami,Malek,Actor
Rami,Malek,Producer
Darrell,Roodt,Director
Darrell,Roodt,Screenwriter
Darrell,Roodt,Producer
Pawo,Dorji,Filmmaker
Pawo,Dorji,Screenwriter
Pawo,Dorji,Producer
Pawo,Dorji,Photographer
Carolynne,Cunningham,Producer
Carolynne,Cunningham,Assistant Director
Iain,Canning,Producer
Norma,Koch,Costume Designer
Tom,Eagles,Editor
Lynn,Redgrave,Actress
Ray,Moyer,Set Decorator
Robert,Lawrence,Editor
Bryan,Fogel,Director
Bryan,Fogel,Producer
Bryan,Fogel,Writer
Bryan,Fogel,Actor
Hal,Riney,Advertising Executive
Steve,McQueen,Actor
Lee,Hall,Writer
Dan,Aykroyd,Actor
Dan,Aykroyd,Comedian
Dan,Aykroyd,Screenwriter
Dan,Aykroyd,Producer
George,Watters II,Sound Editor
Frank,Eulner,Sound Editor
Denys,Coop,Cinematographer
Joseph,Kelly,Sound Engineer
Glenn,Williams,Sound Engineer
Barry,De Vorzon,Composer
Barry,De Vorzon,Singer
Barry,De Vorzon,Songwriter
Mike,Hopkins,Sound Editor
Matt,Charman,Screenwriter
Matt,Charman,Playwright
Matt,Charman,Producer
Hannes,Holm,Director
Hannes,Holm,Screenwriter
Patrick,Vollrath,Filmmaker
Laurence,Mark,Producer
Laurence,Mark,Producer
Douglas,Smythe,Visual Effects Artist
Rodger,Maus,Art Director
Pierre-Louis,Thévenet,Production Designer
George,DeTitta Sr.,Set Decorator
Beverley,Binda,Makeup Artist
David,Finfer,Editor
Peter,Fonda,Actor
Joel,Cox,Editor
Paula,van der Oest,Director
Paula,van der Oest,Screenwriter
Leonard,Smith,Cinematographer
Paul,Wells,Sound Engineer
Antonio,Castillo,Costume Designer
Antonio,Castillo,Fashion Designer
Mike,Gabriel,Director
Mike,Gabriel,Animator
Mike,Gabriel,Storyboard Artist
Mike,Gabriel,Visual Development Artist
Wendell,Mayes,Screenwriter
Lalo,Schifrin,Musician
Lalo,Schifrin,Composer
Lalo,Schifrin,Arranger
Lalo,Schifrin,Conductor
Lazare,Meerson,Art Director
Jerry,Bruckheimer,Producer
Clem,Portman,Sound Engineer
Viola,Davis,Actress
Viola,Davis,Producer
Grant,Heslov,Actor
Grant,Heslov,Filmmaker
Grant,Heslov,Writer
Duke,Johnson,Director
Duke,Johnson,Writer
Duke,Johnson,Producer
Lee,Marvin,Actor
Gian-Piero,Ringel,Producer
Elven,Webb,Art Director
Charlton,Heston,Actor
Charlton,Heston,Activist
Jean,Bourgoin,Cinematographer
Gary,Rydstrom,Sound Designer
José,Rivera,Screenwriter
José,Rivera,Playwright
Hallie,D'Amore,Makeup Artist
Grant,McCune,Special Effects Designer
James,Garner,Actor
James,Garner,Producer
Paul,Mescal,Actor
Frank,Sinatra,Singer
Frank,Sinatra,Actor
Frank,Sinatra,Producer
Trần,Hùng,Director
Trần,Hùng,Screenwriter
Frank,Morriss,Editor
Francis,Veber,Director
Francis,Veber,Screenwriter
Francis,Veber,Producer
Harry,Chandlee,Writer
Harry,Chandlee,Producer
Harry,Chandlee,Editor
Damien,Chazelle,Director
Damien,Chazelle,Screenwriter
Damien,Chazelle,Producer
Mark,Warner,Editor
Ladj,Ly,Director
Jerry,Goldsmith,Composer
Jerry,Goldsmith,Conductor
Jerry,Goldsmith,Orchestrator
Jared,Hess,Filmmaker
Gary,Brink,Set Decorator
Joshua,Logan,Director
Joshua,Logan,Writer
