firstName,lastName,movieTitle,releaseYear,categoryName,iteration,isWinner
Oliver,Stone,Born on the Fourth of July,1989,Best Directing,62nd,yes
Woody,Allen,Crimes and Misdemeanors,1989,Best Directing,62nd,no
Kenneth,Branagh,Henry V,1989,Best Directing,62nd,no
Jim,Sheridan,My Left Foot,1989,Best Directing,62nd,no
Peter,Weir,Dead Poets Society,1989,Best Directing,62nd,no
Kevin,Costner,Dances with Wolves,1990,Best Directing,63rd,yes
Francis,Ford Coppola,The Godfather Part III,1990,Best Directing,63rd,no
Stephen,Frears,The Grifters,1990,Best Directing,63rd,no
Barbet,Schroeder,Reversal of Fortune,1990,Best Directing,63rd,no
Martin,Scorsese,Goodfellas,1990,Best Directing,63rd,no
Jonathan,Demme,The Silence of the Lambs,1991,Best Directing,64th,yes
Barry,Levinson,Bugsy,1991,Best Directing,64th,no
Ridley,Scott,Thelma & Louise,1991,Best Directing,64th,no
John,Singleton,Boyz n the Hood,1991,Best Directing,64th,no
Oliver,Stone,JFK,1991,Best Directing,64th,no
Clint,Eastwood,Unforgiven,1992,Best Directing,65th,yes
Robert,Altman,The Player,1992,Best Directing,65th,no
Martin,Brest,Scent of a Woman,1992,Best Directing,65th,no
James,Ivory,Howards End,1992,Best Directing,65th,no
Neil,Jordan,The Crying Game,1992,Best Directing,65th,no
Steven,Spielberg,Schindler's List,1993,Best Directing,66th,yes
Robert,Altman,Short Cuts,1993,Best Directing,66th,no
Jane,Campion,The Piano,1993,Best Directing,66th,no
James,Ivory,The Remains of the Day,1993,Best Directing,66th,no
Jim,Sheridan,In the Name of the Father,1993,Best Directing,66th,no
Robert,Zemeckis,Forrest Gump,1994,Best Directing,67th,yes
Woody,Allen,Bullets over Broadway,1994,Best Directing,67th,no
Krzysztof,Kieślowski,Three Colours: Red,1994,Best Directing,67th,no
Robert,Redford,Quiz Show,1994,Best Directing,67th,no
Quentin,Tarantino,Pulp Fiction,1994,Best Directing,67th,no
Mel,Gibson,Braveheart,1995,Best Directing,68th,yes
Mike,Figgis,Leaving Las Vegas,1995,Best Directing,68th,no
Chris,Noonan,Babe,1995,Best Directing,68th,no
Michael,Radford,Il Postino: The Postman,1995,Best Directing,68th,no
Tim,Robbins,Dead Man Walking,1995,Best Directing,68th,no
Anthony,Minghella,The English Patient,1996,Best Directing,69th,yes
Joel,Coen,Fargo,1996,Best Directing,69th,no
Miloš,Forman,The People vs. Larry Flynt,1996,Best Directing,69th,no
Scott,Hicks,Shine,1996,Best Directing,69th,no
Mike,Leigh,Secrets & Lies,1996,Best Directing,69th,no
James,Cameron,Titanic,1997,Best Directing,70th,yes
Peter,Cattaneo,The Full Monty,1997,Best Directing,70th,no
Atom,Egoyan,The Sweet Hereafter,1997,Best Directing,70th,no
Curtis,Hanson,L.A. Confidential,1997,Best Directing,70th,no
Gus,Van Sant,Good Will Hunting,1997,Best Directing,70th,no
Steven,Spielberg,Saving Private Ryan,1998,Best Directing,71st,yes
Roberto,Benigni,Life Is Beautiful,1998,Best Directing,71st,no
John,Madden,Shakespeare in Love,1998,Best Directing,71st,no
Terrence,Malick,The Thin Red Line,1998,Best Directing,71st,no
Peter,Weir,The Truman Show,1998,Best Directing,71st,no
Sam,Mendes,American Beauty,1999,Best Directing,72nd,yes
Lasse,Hallström,The Cider House Rules,1999,Best Directing,72nd,no
Spike,Jonze,Being John Malkovich,1999,Best Directing,72nd,no
Michael,Mann,The Insider,1999,Best Directing,72nd,no
M.,Night Shyamalan,The Sixth Sense,1999,Best Directing,72nd,no
Steven,Soderbergh,Traffic,2000,Best Directing,73rd,yes
Stephen,Daldry,Billy Elliot,2000,Best Directing,73rd,no
Ang,Lee,"Crouching Tiger, Hidden Dragon",2000,Best Directing,73rd,no
Ridley,Scott,Gladiator,2000,Best Directing,73rd,no
