firstName,lastName,movieTitle,releaseYear,categoryName,iteration,isWinner
Warren,Beatty,Bonnie and Clyde,1967,Best Actor in a Leading Role,40th,no
Dustin,Hoffman,The Graduate,1967,Best Actor in a Leading Role,40th,no
Paul,Newman,Cool Hand Luke,1967,Best Actor in a Leading Role,40th,no
Spencer,Tracy,Guess Who's Coming to Dinner,1967,Best Actor in a Leading Role,40th,no
Cliff,Robertson,Charly,1968,Best Actor in a Leading Role,41st,yes
Alan,Arkin,The Heart Is a Lonely Hunter,1968,Best Actor in a Leading Role,41st,no
Alan,Bates,The Fixer,1968,Best Actor in a Leading Role,41st,no
Ron,Moody,Oliver!,1968,Best Actor in a Leading Role,41st,no
Peter,O'Toole,The Lion in Winter,1968,Best Actor in a Leading Role,41st,no
John,Wayne,True Grit,1969,Best Actor in a Leading Role,42nd,yes
Richard,Burton,Anne of the Thousand Days,1969,Best Actor in a Leading Role,42nd,no
Dustin,Hoffman,Midnight Cowboy,1969,Best Actor in a Leading Role,42nd,no
Peter,O'Toole,"Goodbye, Mr. Chips",1969,Best Actor in a Leading Role,42nd,no
Jon,Voight,Midnight Cowboy,1969,Best Actor in a Leading Role,42nd,no
George,C. Scott,Patton,1970,Best Actor in a Leading Role,43rd,yes
Melvyn,Douglas,I Never Sang for My Father,1970,Best Actor in a Leading Role,43rd,no
James,Earl Jones,The Great White Hope,1970,Best Actor in a Leading Role,43rd,no
Jack,Nicholson,Five Easy Pieces,1970,Best Actor in a Leading Role,43rd,no
Ryan,O'Neal,Love Story,1970,Best Actor in a Leading Role,43rd,no
Gene,Hackman,The French Connection,1971,Best Actor in a Leading Role,44th,yes
Peter,Finch,Sunday Bloody Sunday,1971,Best Actor in a Leading Role,44th,no
Walter,Matthau,Kotch,1971,Best Actor in a Leading Role,44th,no
George,C. Scott,The Hospital,1971,Best Actor in a Leading Role,44th,no
Topol,,Fiddler on the Roof,1971,Best Actor in a Leading Role,44th,no
Marlon,Brando,The Godfather,1972,Best Actor in a Leading Role,45th,yes
Michael,Caine,Sleuth,1972,Best Actor in a Leading Role,45th,no
Peter,O'Toole,The Ruling Class,1972,Best Actor in a Leading Role,45th,no
Paul,Winfield,Sounder,1972,Best Actor in a Leading Role,45th,no
Jack,Lemmon,Save the Tiger,1973,Best Actor in a Leading Role,46th,yes
Marlon,Brando,Last Tango in Paris,1973,Best Actor in a Leading Role,46th,no
Jack,Nicholson,The Last Detail,1973,Best Actor in a Leading Role,46th,no
Al,Pacino,Serpico,1973,Best Actor in a Leading Role,46th,no
Robert,Redford,The Sting,1973,Best Actor in a Leading Role,46th,no
Art,Carney,Harry and Tonto,1974,Best Actor in a Leading Role,47th,yes
Albert,Finney,Murder on the Orient Express,1974,Best Actor in a Leading Role,47th,no
Dustin,Hoffman,Lenny,1974,Best Actor in a Leading Role,47th,no
Jack,Nicholson,Chinatown,1974,Best Actor in a Leading Role,47th,no
Al,Pacino,The Godfather Part II,1974,Best Actor in a Leading Role,47th,no
Jack,Nicholson,One Flew Over the Cuckoo's Nest,1975,Best Actor in a Leading Role,48th,yes
Walter,Matthau,The Sunshine Boys,1975,Best Actor in a Leading Role,48th,no
Al,Pacino,Dog Day Afternoon,1975,Best Actor in a Leading Role,48th,no
Maximilian,Schell,The Man in the Glass Booth,1975,Best Actor in a Leading Role,48th,no
James,Whitmore,"Give 'em Hell, Harry!",1975,Best Actor in a Leading Role,48th,no
Peter,Finch,Network,1976,Best Actor in a Leading Role,49th,yes
Robert,De Niro,Taxi Driver,1976,Best Actor in a Leading Role,49th,no
Giancarlo,Giannini,Seven Beauties,1976,Best Actor in a Leading Role,49th,no
William,Holden,Network,1976,Best Actor in a Leading Role,49th,no
Sylvester,Stallone,Rocky,1976,Best Actor in a Leading Role,49th,no
Richard,Dreyfuss,The Goodbye Girl,1977,Best Actor in a Leading Role,50th,yes
Woody,Allen,Annie Hall,1977,Best Actor in a Leading Role,50th,no
Richard,Burton,Equus,1977,Best Actor in a Leading Role,50th,no
Marcello,Mastroianni,A Special Day,1977,Best Actor in a Leading Role,50th,no
John,Travolta,Saturday Night Fever,1977,Best Actor in a Leading Role,50th,no
Jon,Voight,Coming Home,1978,Best Actor in a Leading Role,51st,yes
Warren,Beatty,Heaven Can Wait,1978,Best Actor in a Leading Role,51st,no
Gary,Busey,The Buddy Holly Story,1978,Best Actor in a Leading Role,51st,no
Robert,De Niro,The Deer Hunter,1978,Best Actor in a Leading Role,51st,no
Laurence,Olivier,The Boys from Brazil,1978,Best Actor in a Leading Role,51st,no
Dustin,Hoffman,Kramer vs. Kramer,1979,Best Actor in a Leading Role,52nd,yes
Jack,Lemmon,The China Syndrome,1979,Best Actor in a Leading Role,52nd,no
Al,Pacino,...And Justice for All,1979,Best Actor in a Leading Role,52nd,no
Roy,Scheider,All That Jazz,1979,Best Actor in a Leading Role,52nd,no
Peter,Sellers,Being There,1979,Best Actor in a Leading Role,52nd,no
Robert,De Niro,Raging Bull,1980,Best Actor in a Leading Role,53rd,yes
Robert,Duvall,The Great Santini,1980,Best Actor in a Leading Role,53rd,no
John,Hurt,The Elephant Man,1980,Best Actor in a Leading Role,53rd,no
Jack,Lemmon,Tribute,1980,Best Actor in a Leading Role,53rd,no
Peter,O'Toole,The Stunt Man,1980,Best Actor in a Leading Role,53rd,no
Henry,Fonda,On Golden Pond,1981,Best Actor in a Leading Role,54th,yes
Warren,Beatty,Reds,1981,Best Actor in a Leading Role,54th,no
Burt,Lancaster,Atlantic City,1981,Best Actor in a Leading Role,54th,no
Dudley,Moore,Arthur,1981,Best Actor in a Leading Role,54th,no
Paul,Newman,Absence of Malice,1981,Best Actor in a Leading Role,54th,no
Ben,Kingsley,Gandhi,1982,Best Actor in a Leading Role,55th,yes
Dustin,Hoffman,Tootsie,1982,Best Actor in a Leading Role,55th,no
Jack,Lemmon,Missing,1982,Best Actor in a Leading Role,55th,no
Paul,Newman,The Verdict,1982,Best Actor in a Leading Role,55th,no
Peter,O'Toole,My Favorite Year,1982,Best Actor in a Leading Role,55th,no
Robert,Duvall,Tender Mercies,1983,Best Actor in a Leading Role,56th,yes
Michael,Caine,Educating Rita,1983,Best Actor in a Leading Role,56th,no
Tom,Conti,"Reuben, Reuben",1983,Best Actor in a Leading Role,56th,no
Tom,Courtenay,The Dresser,1983,Best Actor in a Leading Role,56th,no
F.,Murray Abraham,Amadeus,1984,Best Actor in a Leading Role,57th,yes
Jeff,Bridges,Starman,1984,Best Actor in a Leading Role,57th,no
Albert,Finney,Under the Volcano,1984,Best Actor in a Leading Role,57th,no
Tom,Hulce,Amadeus,1984,Best Actor in a Leading Role,57th,no
Sam,Waterston,The Killing Fields,1984,Best Actor in a Leading Role,57th,no
William,Hurt,Kiss of the Spider Woman,1985,Best Actor in a Leading Role,58th,yes
Harrison,Ford,Witness,1985,Best Actor in a Leading Role,58th,no
James,Garner,Murphy's Romance,1985,Best Actor in a Leading Role,58th,no
Jack,Nicholson,Prizzi's Honor,1985,Best Actor in a Leading Role,58th,no
Jon,Voight,Runaway Train,1985,Best Actor in a Leading Role,58th,no
Paul,Newman,The Color of Money,1986,Best Actor in a Leading Role,59th,yes
Dexter,Gordon,Round Midnight,1986,Best Actor in a Leading Role,59th,no
Bob,Hoskins,Mona Lisa,1986,Best Actor in a Leading Role,59th,no
William,Hurt,Children of a Lesser God,1986,Best Actor in a Leading Role,59th,no
James,Woods,Salvador,1986,Best Actor in a Leading Role,59th,no
Michael,Douglas,Wall Street,1987,Best Actor in a Leading Role,60th,yes
William,Hurt,Broadcast News,1987,Best Actor in a Leading Role,60th,no
Marcello,Mastroianni,Dark Eyes,1987,Best Actor in a Leading Role,60th,no
Jack,Nicholson,Ironweed,1987,Best Actor in a Leading Role,60th,no
Robin,Williams,"Good Morning, Vietnam",1987,Best Actor in a Leading Role,60th,no
Dustin,Hoffman,Rain Man,1988,Best Actor in a Leading Role,61st,yes
Gene,Hackman,Mississippi Burning,1988,Best Actor in a Leading Role,61st,no
Tom,Hanks,Big,1988,Best Actor in a Leading Role,61st,no
Edward,James Olmos,Stand and Deliver,1988,Best Actor in a Leading Role,61st,no
Max,von Sydow,Pelle the Conqueror,1988,Best Actor in a Leading Role,61st,no
Daniel,Day-Lewis,My Left Foot,1989,Best Actor in a Leading Role,62nd,yes
Kenneth,Branagh,Henry V,1989,Best Actor in a Leading Role,62nd,no
Tom,Cruise,Born on the Fourth of July,1989,Best Actor in a Leading Role,62nd,no
Morgan,Freeman,Driving Miss Daisy,1989,Best Actor in a Leading Role,62nd,no
Robin,Williams,Dead Poets Society,1989,Best Actor in a Leading Role,62nd,no
Jeremy,Irons,Reversal of Fortune,1990,Best Actor in a Leading Role,63rd,yes
Kevin,Costner,Dances with Wolves,1990,Best Actor in a Leading Role,63rd,no
Robert,De Niro,Awakenings,1990,Best Actor in a Leading Role,63rd,no
Gérard,Depardieu,Cyrano de Bergerac,1990,Best Actor in a Leading Role,63rd,no
Richard,Harris,The Field,1990,Best Actor in a Leading Role,63rd,no
Anthony,Hopkins,The Silence of the Lambs,1991,Best Actor in a Leading Role,64th,yes
Warren,Beatty,Bugsy,1991,Best Actor in a Leading Role,64th,no
Robert,De Niro,Cape Fear,1991,Best Actor in a Leading Role,64th,no
Nick,Nolte,The Prince of Tides,1991,Best Actor in a Leading Role,64th,no
Robin,Williams,The Fisher King,1991,Best Actor in a Leading Role,64th,no
Al,Pacino,Scent of a Woman,1992,Best Actor in a Leading Role,65th,yes
Robert,Downey Jr.,Chaplin,1992,Best Actor in a Leading Role,65th,no
Clint,Eastwood,Unforgiven,1992,Best Actor in a Leading Role,65th,no
Stephen,Rea,The Crying Game,1992,Best Actor in a Leading Role,65th,no
Denzel,Washington,Malcolm X,1992,Best Actor in a Leading Role,65th,no
Tom,Hanks,Philadelphia,1993,Best Actor in a Leading Role,66th,yes
Daniel,Day-Lewis,In the Name of the Father,1993,Best Actor in a Leading Role,66th,no
Laurence,Fishburne,What's Love Got to Do with It,1993,Best Actor in a Leading Role,66th,no
Anthony,Hopkins,The Remains of the Day,1993,Best Actor in a Leading Role,66th,no
Liam,Neeson,Schindler's List,1993,Best Actor in a Leading Role,66th,no
Tom,Hanks,Forrest Gump,1994,Best Actor in a Leading Role,67th,yes
Morgan,Freeman,The Shawshank Redemption,1994,Best Actor in a Leading Role,67th,no
Nigel,Hawthorne,The Madness of King George,1994,Best Actor in a Leading Role,67th,no
Paul,Newman,Nobody's Fool,1994,Best Actor in a Leading Role,67th,no
John,Travolta,Pulp Fiction,1994,Best Actor in a Leading Role,67th,no
Nicolas,Cage,Leaving Las Vegas,1995,Best Actor in a Leading Role,68th,yes
Richard,Dreyfuss,Mr. Holland's Opus,1995,Best Actor in a Leading Role,68th,no
Anthony,Hopkins,Nixon,1995,Best Actor in a Leading Role,68th,no
Sean,Penn,Dead Man Walking,1995,Best Actor in a Leading Role,68th,no
Massimo,Troisi,Il Postino: The Postman,1995,Best Actor in a Leading Role,68th,no
Geoffrey,Rush,Shine,1996,Best Actor in a Leading Role,69th,yes
Tom,Cruise,Jerry Maguire,1996,Best Actor in a Leading Role,69th,no
Ralph,Fiennes,The English Patient,1996,Best Actor in a Leading Role,69th,no
Woody,Harrelson,The People vs. Larry Flynt,1996,Best Actor in a Leading Role,69th,no
Billy,Bob Thornton,Sling Blade,1996,Best Actor in a Leading Role,69th,no
Jack,Nicholson,As Good as It Gets,1997,Best Actor in a Leading Role,70th,yes
Matt,Damon,Good Will Hunting,1997,Best Actor in a Leading Role,70th,no
Robert,Duvall,The Apostle,1997,Best Actor in a Leading Role,70th,no
Peter,Fonda,Ulee's Gold,1997,Best Actor in a Leading Role,70th,no
Dustin,Hoffman,Wag the Dog,1997,Best Actor in a Leading Role,70th,no
Roberto,Benigni,Life Is Beautiful,1998,Best Actor in a Leading Role,71st,yes
Tom,Hanks,Saving Private Ryan,1998,Best Actor in a Leading Role,71st,no
Ian,McKellen,Gods and Monsters,1998,Best Actor in a Leading Role,71st,no
Nick,Nolte,Affliction,1998,Best Actor in a Leading Role,71st,no
Edward,Norton,American History X,1998,Best Actor in a Leading Role,71st,no
Kevin,Spacey,American Beauty,1999,Best Actor in a Leading Role,72nd,yes
Russell,Crowe,The Insider,1999,Best Actor in a Leading Role,72nd,no
Richard,Farnsworth,The Straight Story,1999,Best Actor in a Leading Role,72nd,no
Sean,Penn,Sweet and Lowdown,1999,Best Actor in a Leading Role,72nd,no
Denzel,Washington,The Hurricane,1999,Best Actor in a Leading Role,72nd,no
Russell,Crowe,Gladiator,2000,Best Actor in a Leading Role,73rd,yes
