firstName,lastName,movieTitle,releaseYear
Anjelica,Huston,Prizzi's Honor,1985
Margaret,Avery,The Color Purple,1985
Amy,Madigan,Twice in a Lifetime,1985
Meg,Tilly,Agnes of God,1985
Oprah,Winfrey,The Color Purple,1985
Dianne,Wiest,Hannah and Her Sisters,1986
Tess,Harper,Crimes of the Heart,1986
Piper,Laurie,Children of a Lesser God,1986
Mary,Elizabeth Mastrantonio,The Color of Money,1986
Maggie,Smith,A Room with a View,1986
Olympia,Dukakis,Moonstruck,1987
Norma,Aleandro,Gaby: A True Story,1987
Anne,Archer,Fatal Attraction,1987
Anne,Ramsey,Throw Momma from the Train,1987
Ann,Sothern,The Whales of August,1987
Geena,Davis,The Accidental Tourist,1988
Joan,Cusack,Working Girl,1988
Frances,McDormand,Mississippi Burning,1988
Michelle,Pfeiffer,Dangerous Liaisons,1988
Sigourney,Weaver,Working Girl,1988
Brenda,Fricker,My Left Foot,1989
Anjelica,Huston,"Enemies, A Love Story",1989
Julia,Roberts,Steel Magnolias,1989
Dianne,Wiest,Parenthood,1989
Whoopi,Goldberg,Ghost,1990
Annette,Bening,The Grifters,1990
Lorraine,Bracco,GoodFellas,1990
Diane,Ladd,Wild at Heart,1990
Mary,McDonnell,Dances with Wolves,1990
Mercedes,Ruehl,The Fisher King,1991
Diane,Ladd,Rambling Rose,1991
Juliette,Lewis,Cape Fear,1991
Kate,Nelligan,The Prince of Tides,1991
Jessica,Tandy,Fried Green Tomatoes,1991
Marisa,Tomei,My Cousin Vinny,1992
Judy,Davis,Husbands and Wives,1992
Joan,Plowright,Enchanted April,1992
Vanessa,Redgrave,Howards End,1992
Miranda,Richardson,Damage,1992
Anna,Paquin,The Piano,1993
Holly,Hunter,The Firm,1993
Rosie,Perez,Fearless,1993
Winona,Ryder,The Age of Innocence,1993
Emma,Thompson,In the Name of the Father,1993
Dianne,Wiest,Bullets Over Broadway,1994
Rosemary,Harris,Tom & Viv,1994
Helen,Mirren,The Madness of King George,1994
Uma,Thurman,Pulp Fiction,1994
Jennifer,Tilly,Bullets Over Broadway,1994
Mira,Sorvino,Mighty Aphrodite,1995
Joan,Allen,Nixon,1995
Kathleen,Quinlan,Apollo 13,1995
Mare,Winningham,Georgia,1995
Kate,Winslet,Sense and Sensibility,1995
Juliette,Binoche,The English Patient,1996
Joan,Allen,The Crucible,1996
Lauren,Bacall,The Mirror Has Two Faces,1996
Barbara,Hershey,The Portrait of a Lady,1996
Marianne,Jean-Baptiste,Secrets & Lies,1996
Kim,Basinger,L.A. Confidential,1997
Joan,Cusack,In & Out,1997
Minnie,Driver,Good Will Hunting,1997
Julianne,Moore,Boogie Nights,1997
Gloria,Stuart,Titanic,1997
Judi,Dench,Shakespeare in Love,1998
Kathy,Bates,Primary Colors,1998
Brenda,Blethyn,Little Voice,1998
Rachel,Griffiths,Hilary and Jackie,1998
Lynn,Redgrave,Gods and Monsters,1998
Angelina,Jolie,"Girl, Interrupted",1999
Toni,Collette,The Sixth Sense,1999
Catherine,Keener,Being John Malkovich,1999
Samantha,Morton,Sweet and Lowdown,1999
Chloë,Sevigny,Boys Don't Cry,1999
Marcia,Gay Harden,Pollock,2000
Judi,Dench,Chocolat,2000
Kate,Hudson,Almost Famous,2000
Julie,Walters,Billy Elliot,2000
Jennifer,Connelly,A Beautiful Mind,2001
Helen,Mirren,Gosford Park,2001
Marisa,Tomei,In the Bedroom,2001
Kate,Winslet,Iris,2001
Catherine,Zeta-Jones,Chicago,2002
Kathy,Bates,About Schmidt,2002
Julianne,Moore,The Hours,2002
Queen,Latifah,Chicago,2002
Meryl,Streep,Adaptation.,2002
Renée,Zellweger,Cold Mountain,2003
Shohreh,Aghdashloo,House of Sand and Fog,2003
Patricia,Clarkson,Pieces of April,2003
Marcia,Gay Harden,Mystic River,2003
Holly,Hunter,Thirteen,2003
Cate,Blanchett,The Aviator,2004
Laura,Linney,Kinsey,2004
Virginia,Madsen,Sideways,2004
Sophie,Okonedo,Hotel Rwanda,2004
Natalie,Portman,Closer,2004
Rachel,Weisz,The Constant Gardener,2005
Amy,Adams,Junebug,2005
Catherine,Keener,Capote,2005
Frances,McDormand,North Country,2005
Michelle,Williams,Brokeback Mountain,2005
Jennifer,Hudson,Dreamgirls,2006
Adriana,Barraza,Babel,2006
Cate,Blanchett,Notes on a Scandal,2006
Abigail,Breslin,Little Miss Sunshine,2006
Rinko,Kikuchi,Babel,2006
Tilda,Swinton,Michael Clayton,2007
Cate,Blanchett,I'm Not There,2007
Ruby,Dee,American Gangster,2007
Saoirse,Ronan,Atonement,2007
Amy,Ryan,Gone Baby Gone,2007
Penélope,Cruz,Vicky Cristina Barcelona,2008
Amy,Adams,Doubt,2008
Taraji,P. Henson,The Curious Case of Benjamin Button,2008
Marisa,Tomei,The Wrestler,2008
Mo'Nique,,Precious,2009
Penélope,Cruz,Nine,2009
Vera,Farmiga,Up in the Air,2009
Maggie,Gyllenhaal,Crazy Heart,2009
Anna,Kendrick,Up in the Air,2009
Melissa,Leo,The Fighter,2010
Amy,Adams,The Fighter,2010
Helena,Bonham Carter,The King's Speech,2010
Hailee,Steinfeld,True Grit,2010
Jacki,Weaver,Animal Kingdom,2010
Octavia,Spencer,The Help,2011
Bérénice,Bejo,The Artist,2011
Jessica,Chastain,The Help,2011
Melissa,McCarthy,Bridesmaids,2011
Janet,McTeer,Albert Nobbs,2011
Anne,Hathaway,Les Misérables,2012
Amy,Adams,The Master,2012
Sally,Field,Lincoln,2012
Helen,Hunt,The Sessions,2012
Jacki,Weaver,Silver Linings Playbook,2012
Lupita,Nyong'o,12 Years a Slave,2013
Sally,Hawkins,Blue Jasmine,2013
Jennifer,Lawrence,American Hustle,2013
Julia,Roberts,August: Osage County,2013
June,Squibb,Nebraska,2013
Patricia,Arquette,Boyhood,2014
Laura,Dern,Wild,2014
Keira,Knightley,The Imitation Game,2014
Emma,Stone,Birdman,2014
Meryl,Streep,Into the Woods,2014
Alicia,Vikander,The Danish Girl,2015
Jennifer,Jason Leigh,The Hateful Eight,2015
Rooney,Mara,Carol,2015
Rachel,McAdams,Spotlight,2015
Kate,Winslet,Steve Jobs,2015
Viola,Davis,Fences,2016
Naomie,Harris,Moonlight,2016
Nicole,Kidman,Lion,2016
Octavia,Spencer,Hidden Figures,2016
Michelle,Williams,Manchester by the Sea,2016
Allison,Janney,"I, Tonya",2017
Mary,J. Blige,Mudbound,2017
Lesley,Manville,Phantom Thread,2017
Laurie,Metcalf,Lady Bird,2017
Octavia,Spencer,The Shape of Water,2017
Regina,King,If Beale Street Could Talk,2018
Amy,Adams,Vice,2018
Marina,de Tavira,Roma,2018
Emma,Stone,The Favourite,2018
Laura,Dern,Marriage Story,2019
Kathy,Bates,Richard Jewell,2019
Scarlett,Johansson,Jojo Rabbit,2019
Florence,Pugh,Little Women,2019
Margot,Robbie,Bombshell,2019
Yuh-jung,Youn,Minari,2020
Maria,Bakalova,Borat Subsequent Moviefilm,2020
Glenn,Close,Hillbilly Elegy,2020
Olivia,Colman,The Father,2020
Amanda,Seyfried,Mank,2020
Ariana,DeBose,West Side Story,2021
Jessie,Buckley,The Lost Daughter,2021
Judi,Dench,Belfast,2021
Kirsten,Dunst,The Power of the Dog,2021
Aunjanue,Ellis-Taylor,King Richard,2021
Jamie,Lee Curtis,Everything Everywhere All at Once,2022
Angela,Bassett,Black Panther: Wakanda Forever,2022
Hong,Chau,The Whale,2022
Kerry,Condon,The Banshees of Inisherin,2022
Stephanie,Hsu,Everything Everywhere All at Once,2022
Da'Vine,Joy Randolph,The Holdovers,2023
Emily,Blunt,Oppenheimer,2023
Danielle,Brooks,The Color Purple,2023
America,Ferrera,Barbie,2023
Jodie,Foster,Nyad,2023
Zoe,Saldaña,Emilia Pérez,2024
Monica,Barbaro,A Complete Unknown,2024
Ariana,Grande,Wicked,2024
Felicity,Jones,The Brutalist,2024
Isabella,Rossellini,Conclave,2024
